aspect term	category	polarity	text
;check-in	 checkin	 positive	When we got to the bottom of the staircase leading to check-in the bellman could not have been nicer.
;moscone center;union square;china town	 location location location	 neutral neutral neutral	I had a pleasant 15 minute walk to the Moscone Center and my daughter was able to walk Union Square and environs and even up to China Town.
;breakfast	 food	 positive	Included breakfast was wonderful.
;views;service	 building service	 positive positive	.the minimalism, the service, the views...everything.
;null	 service	 positive	As previously reported, they do provide you with dark chocolate at turndown.
;breakfast;food;english muffins;pastries;cereals;selection	 food food food food food food	 neutral neutral neutral neutral neutral neutral	Also, for breakfast, the food was OK but there were no English Muffins, minimal pastries and cereals and just not a big selection.
;clean;check in;null	 cleanliness checkin hotel	 positive neutral positive	The only complaint is that we arrived at noon but were not able to check in until 3 - my fault though as should have checked before we came.I would certainly stay here again - it is peaceful and very clean, the prices see to have gone up by alot since we stayed though!
;breakfast	 food	 negative	The other thing...[and I feel awful having to say this because nobody else has] ...is that breakfast was a little uncomfortable [ bit too intimate! ]
;hotel;amenities	 building building	 positive positive	I highly recommend this hotel to anyone wishing to avoid the giant impersonal hotels, as you will have all the amenities and none of the hassle.
;hotel;central	 hotel location	 positive positive	Good central hotel.
;american food	 food	 positive	Everything is cooked well...it tastes like American food.
;rooms	 rooms	 positive	And the rooms must be well insulated, because I did not ever notice any jet engine noise.
;shows	 hotel	 positive	The shows at night were very entertaining.
;hotels	 hotel	 positive	We had friends at other hotels that were fed but had to pay for their meals even though they queued up just like us.I would highly recommend this hotel and my family are already planning our trip back in 2008.
;tips	 service	 positive	make sure you have plenty of $1 bills or 50/100 peso notes the really do deserve their tips.
;dumper trucks;buses	 rooms rooms	 negative negative	Dumper trucks, buses etc all from 4am....not much sleep at all.
;business trip	 business	 positive	I try to book it every business trip to Sydney.
;null	 service	 negative	When I threatened to leave to go to another place down the road he gave us another room on the upper floor.
;null	 hotel	 negative	Needless to say, I will not return.
;appetizers	 food	 positive	They have a great happy hour with half price appetizers from 4-6 and again from 9-11.
;conrad	 hotel	 positive	Abit impersonal though, so if you are looking for a place remembering your name Conrad isn't the first place to look, on most important points it clearly delivers.
;golf course;resort staff	 location service	 negative neutral	The resort staff told us the local golf course was terrible.
;service	 rooms	 neutral	If you expect 5 star service then don't leave your country where you have all the modern facilities.
;location	 location	 positive	Good location shame
;staff	 service	 negative	The beach staff at the Flamenco were interested only in selling us the motorized sports that were not included in our package.
;null	 service	 positive	He put together a dinner at Salty's that included a complimentary limo ride to and from the Hilton - a big win for the kids.
;clean;reception	 cleanliness service	 negative negative	the room was not very clean, although the beds were ok.We wanted a coffee, but at 9.30pm we could not get one, when I asked at reception they said it was not possible.
;clean;room	 cleanliness rooms	 positive positive	Clean,comfortable room.
;tortilla	 food	 positive	We especially liked the tortilla.
;place	 hotel	 positive	Nice upper end place
;suitcases	 cleanliness	 negative	We had to air out our suitcases.
;hhv	 hotel	 positive	I would recommend the HHV only because I don't know how you could have a bad experience here.
;seafood restaurant	 food	 negative	At the hotel there are two restaurants available by reservation, we decided to reserve a table in the seafood restaurant; the menu was very limited and only contain one fish dish (the other dishes were chicken or beef).
;location;underground	 location location	 negative negative	Location is really an issue in this hotel, as there is no underground close by.
;mercato st. lorenzo	 location	 positive	Mercato St. Lorenzo is just steps from the hotel.
;hotel;location	 hotel location	 positive positive	Great Location- ok hotel
;hotel	 hotel	 neutral	The hotel was briefed ahead of time that we would be spending our honeymoon with them.
;hotel	 hotel	 negative	This was my worst hotel stay ever.
;null	 rooms	 neutral	Shared toilets are not a problem at all.
;null	 location	 positive	However, we did eat at several of the restaurants nearby and enjoyed all of them.
;website;mongkok	 hotel location	 neutral negative	At first a little apprehensive - website looks great, but a little out of the way in Mongkok.
;decore;beds;fridge	 cleanliness rooms rooms	 positive positive positive	Decore was nice and clean, beds comfortable and we did have a fridge.
;buffet	 food	 positive	Buffet ---lots of food to choose from......I person wouldnt starve.
;resort	 hotel	 neutral	This surprised me.Also, very family friendly: so if you want a quiet, adults-only vacation, consider a resort specifically for that preference.
;photos	 hotel	 neutral	I found that the photos posted on their site are pretty accurate.
;king bed;sofa sleeper	 rooms rooms	 positive positive	The king bed was truly comfortable and our kids (5 and 10) stayed on the sofa sleeper and did not complain once.
;valet;service	 service service	 positive positive	From the moment we pulled up front (valet quickly greeted us, as parking was part of our $175/night rate) we experienced a very high level of service.
;null	 hotel	 negative	The hotel was sold out and I could not move to another room.
;desk clerk	 service	 positive	The employees are very helpful and knowledgeble (overheard a desk clerk explaining our California Mission system to a foreigner), though not overly solicitous (with hand out).
;service	 service	 positive	The service was very welcoming, the bars were really busy and the wait for drinks took a little longer, but we were not disappointed waiting a few extra minutes for our drinks.
;menu	 food	 neutral	The menu looked great, but was pricey.
;bathrooms;shower;thermostat	 rooms rooms rooms	 positive positive positive	Marble bathrooms have deep soaking tubs,a shower that has a floor to celing glass door with 2 shower heads (rain shower above, telephone shower mid-range) and a thermostat controlled steamer, allowing you to set time and temp!
